Gene Group,M/L MOCK R1 0h,H/L MOCK R1 0h,M/L LPS R1 0h,H/L LPS R1 0h,M/L MOCK R2 0h,H/L MOCK R2 0h,M/L LPS R2 0h,H/L LPS R2 0h,M/L MOCK R1  0.5h,H/L MOCK R1  0.5h,M/L LPS R1  0.5h,H/L LPS R1  0.5h,M/L MOCK R2  0.5h,H/L MOCK R2  0.5h,M/L LPS R2  0.5h,H/L LPS R2  0.5h,M/L MOCK R1 01h,H/L MOCK R1 01h,M/L LPS R1 01h,H/L LPS R1 01h,M/L MOCK R2 01h,H/L MOCK R2 01h,M/L LPS R2 01h,H/L LPS R2 01h,M/L MOCK R1 02h,H/L MOCK R1 02h,M/L LPS R1 02h,H/L LPS R1 02h,M/L MOCK R2 02h,H/L MOCK R2 02h,M/L LPS R2 02h,H/L LPS R2 02h,M/L MOCK R1 03h,H/L MOCK R1 03h,M/L LPS R1 03h,H/L LPS R1 03h,M/L MOCK R2 03h,H/L MOCK R2 03h,M/L LPS R2 03h,H/L LPS R2 03h,M/L MOCK R1 04h,H/L MOCK R1 04h,M/L LPS R1 04h,H/L LPS R1 04h,M/L MOCK R2 04h,H/L MOCK R2 04h,M/L LPS R2 04h,H/L LPS R2 04h,M/L MOCK R1 05h,H/L MOCK R1 05h,M/L LPS R1 05h,H/L LPS R1 05h,M/L MOCK R2 05h,H/L MOCK R2 05h,M/L LPS R2 05h,H/L LPS R2 05h,M/L MOCK R1 06h,H/L MOCK R1 06h,M/L LPS R1 06h,H/L LPS R1 06h,M/L MOCK R2 06h,H/L MOCK R2 06h,M/L LPS R2 06h,H/L LPS R2 06h,M/L MOCK R1 09h,H/L MOCK R1 09h,M/L LPS R1 09h,H/L LPS R1 09h,M/L MOCK R2 09h,H/L MOCK R2 09h,M/L LPS R2 09h,H/L LPS R2 09h,M/L MOCK R1 12h,H/L MOCK R1 12h,M/L LPS R1 12h,H/L LPS R1 12h,M/L MOCK R2 12h,H/L MOCK R2 12h,M/L LPS R2 12h,H/L LPS R2 12h,M/L MOCK R1 24,H/L MOCK R1 24,M/L LPS R1 24,H/L LPS R1 24,M/L MOCK R2 24,H/L MOCK R2 24,M/L LPS R2 24,H/L LPS R2 24
Vps4a,10.42038233,1.581776027,10.42038233,1.581776027,9.158962462,3.361049635,9.158962462,3.361049635,10.55997834,9.043282274,9.88714024,3.751231323,10.25999108,2.288265494,8.515947474,6.619597924,11.30761416,3.215357243,10.57348286,2.386592259,9.575736265,4.167206933,8.453446265,4.321716124,10.01479368,2.648281304,10.47260813,3.71145054,8.998971721,4.753421103,9.082410682,5.144091933,10.25193898,2.919743466,10.3243945,1.690941569,9.343924437,4.920626938,9.50413714,1.877634127,10.48851264,1.614652673,10.59985007,2.203290974,9.887649222,2.324259298,8.950622323,2.322831598,9.231927553,7.798377614,10.85804114,2.654013128,9.860447191,6.404921247,9.215218287,2.322948338,9.244171027,3.109590254,9.202164207,7.329042317,8.263714107,2.646884768,8.790621866,3.694934017,9.90912605,9.958640605,10.21541204,7.304434463,NA,NA,8.848590809,1.680156563,9.773943316,7.092200466,9.165089458,8.667161987,7.377401021,2.157839225,7.273838192,1.613368406,7.268726119,7.73775609,7.850614677,3.934360497,7.322217012,3.727227269,5.85077803,2.765397106
Hnrnpu;AK049600,1180.478898,87.8948707,1180.478898,87.8948707,1031.321123,94.84338744,1031.321123,94.84338744,1174.711765,78.73756423,1165.403384,89.5545914,1048.879392,79.48551454,1048.189032,87.0387081,1187.217617,105.7636183,1195.447574,114.2873591,1051.51367,77.63834642,1127.869979,100.5982013,1195.838326,82.98927835,1207.977551,102.9759631,1093.705299,75.7517653,1051.102252,92.13367892,1209.516076,98.90490876,1239.897317,84.09016509,1092.356153,95.01920554,1066.500103,83.31634702,1240.237316,104.8939079,1210.75314,107.1483548,1063.147091,64.74863939,1077.891023,81.37006192,1206.557542,114.7628291,1276.858769,111.9478502,1108.346862,84.44447263,1054.994631,81.80320868,1251.298396,83.00809476,1240.439436,93.17515493,1105.9801,82.05180975,1081.823251,89.11888876,1155.777898,117.5910826,1151.700507,130.2070539,1049.471675,88.85326863,993.4071579,105.5425535,1126.02273,143.6694597,1151.277583,147.0721013,1038.441761,119.7101959,999.4061855,109.8538826,1039.023715,252.2187509,989.5389683,199.8795086,1077.049336,240.9060001,843.5410123,168.9276998
Mtmr14,2.019176622,0.317830909,2.019176622,0.317830909,2.057473208,1.366508216,2.057473208,1.366508216,1.32463525,0.201159131,1.210673872,0.56690786,1.341648527,NA,3.120912963,NA,1.35122524,0.41306985,NA,NA,NA,NA,3.075258215,NA,NA,NA,1.356979284,0.481640553,1.988514658,0.471434967,2.369288886,1.034629511,1.433111085,0.503978004,1.444037371,0.78553839,3.859534882,1.036155677,3.33290545,NA,NA,NA,0.974416153,0.753349532,3.030893847,1.866075077,3.063939187,0.717378694,NA,NA,NA,NA,2.565947877,1.13653796,2.720662199,0.991133247,1.573760769,0.520216867,NA,NA,NA,NA,2.219082738,1.152289895,1.528432156,0.984968611,NA,NA,2.612122058,1.21041642,2.945326406,1.515054209,NA,NA,1.524163491,1.22637129,NA,NA,2.082365582,1.637266967,NA,NA,1.329732578,1.26800285,2.074365714,1.24920048,2.032543405,2.027030606
Slc25a3,123.3418243,34.24393569,123.3418243,34.24393569,177.2119193,52.53260434,177.2119193,52.53260434,114.4482686,21.13582485,153.1133216,55.72849282,139.9524196,59.66400519,139.1910635,54.68318163,118.654449,50.27762926,140.8362608,60.30418087,124.0160983,37.51043709,121.3423197,56.19904076,149.5317666,71.70532901,184.648364,81.36746494,65.41461273,38.6764121,200.8385472,68.76227025,111.037596,98.98738239,173.7156793,62.30013388,92.06649308,28.03140558,110.8300251,79.60019506,142.1427701,93.23758795,129.5367116,102.3645812,137.3684691,82.86087378,156.623355,70.15727416,144.0673915,48.44015507,180.876034,51.42178527,162.37277,70.1526207,150.5883879,63.53111434,172.882789,26.51515063,128.9678657,44.14162608,151.422188,61.12356051,185.2269704,69.54496098,119.7964848,74.90813866,152.1995556,44.20038244,172.8946373,79.0859591,182.4804032,73.93495302,132.1258469,28.24210734,140.9136463,35.12244155,177.2778794,38.87362091,145.2732582,34.531636,185.9970862,56.93329557,188.2892024,44.30652789,125.5931373,51.00401692,175.7532764,45.36031992
Caper;Rbm39,61.89426986,11.48082519,61.89426986,11.48082519,73.48393153,4.334998352,73.48393153,4.334998352,79.72055271,6.674280748,69.99420786,6.605698862,66.89455202,6.921754914,84.4811898,11.94370223,61.52497767,9.756200158,69.33104691,6.707202658,71.90534693,8.675726517,91.27010046,11.88774554,58.17440788,6.749238663,64.91467504,8.151363093,66.03302938,9.156236735,77.38128785,7.829568036,59.51360245,7.537357897,65.02445879,6.99442578,71.8251011,7.295777257,76.45951533,7.931116748,61.77917536,7.362978618,63.5836661,7.283199118,72.64142652,9.002036798,67.85200075,8.849073033,61.33108124,9.552079515,63.18793377,10.77617554,64.12315885,8.010900177,67.75632963,7.848374982,66.24136332,9.938126767,60.65621713,12.13665111,71.26134768,9.367604058,73.92358521,9.634477311,59.33850368,12.24887809,55.00166324,10.51846874,61.15937842,11.95004734,66.51367236,13.24826291,55.98196556,13.90961488,55.62443981,13.03420285,61.37076648,13.8823625,62.02920832,13.8539928,53.94105061,24.9717353,40.84642315,19.7379064,55.31835233,27.2952117,41.76381925,18.82269604
Hnrnpr,37.46550072,5.162927252,37.46550072,5.162927252,41.85260634,4.670557869,41.85260634,4.670557869,38.90360261,4.377619879,39.46040809,9.383815003,42.17837647,3.947000753,43.55548216,6.868161044,38.42539179,4.762489056,40.72249146,4.620117851,41.64560259,4.026544667,47.47696888,4.087090755,40.08194421,6.518367121,41.95055202,5.010101304,46.76805107,5.737786928,44.32390074,4.788179587,40.71217075,8.553152069,41.05820791,5.238808138,44.02959172,4.063297303,46.89614606,3.995438119,42.98592787,5.10353853,40.46328168,4.837713808,48.26864024,4.795975389,47.78162822,4.573349464,42.53762613,5.359331976,41.54140797,6.267308496,52.59926915,5.210037927,42.5500183,4.782562891,35.59818358,5.778246276,34.65407844,5.851609058,46.02616276,5.537578274,44.5697316,4.136896571,39.51105115,7.391519838,37.68353424,9.354841033,41.44699875,6.633288772,38.61594346,4.749589419,37.26984948,6.29213323,32.72544018,6.536699798,42.54525228,7.423815263,41.05649341,5.464171585,32.68677883,10.39563694,28.10226509,7.845607084,42.79299711,13.15590967,33.84650362,7.81544259
Acot11,3.145250158,0.627986854,3.145250158,0.627986854,2.1939463,1.285540957,2.1939463,1.285540957,3.66000474,0.046687495,2.38610913,0.189015608,2.358854036,0.647364783,1.906772515,0.780793373,3.031369244,1.558629623,2.862019183,0.914507394,2.196178993,1.191817821,2.319576043,1.011927293,2.874784702,0.921903574,3.26504223,0.755619835,2.379977341,3.689987358,2.410113112,0.817273527,2.231705433,0.54381481,3.320524305,1.037181432,2.484931911,1.075684779,NA,NA,3.183270719,1.033179332,2.726554378,1.019871053,NA,NA,2.130962793,0.270260175,3.237155411,2.366093713,2.922185428,1.437984676,2.368938917,0.306690471,2.242900209,0.310224702,2.886418859,1.316693519,3.014279223,0.82965512,2.236333012,0.594276248,1.92016908,0.16504859,3.689936648,0.822405,3.412530726,2.668434001,2.110707217,0.383895486,1.962454561,0.291519098,2.795283186,0.854014996,3.009328748,1.60635511,2.327434186,1.502108401,2.033396324,0.499147177,2.834882447,1.190522786,2.958756812,2.932712688,2.356184504,0.536482214,1.976771148,0.917003834
Gatad2b,15.20729773,4.820805831,15.20729773,4.820805831,15.71791805,5.91577645,15.71791805,5.91577645,17.29220869,1.327498864,16.30072911,2.844399828,12.61378281,1.742990276,13.8754964,7.609990893,15.0655974,3.634543795,15.45858902,3.018655311,12.36852098,8.305435856,15.19134376,15.47834819,13.26906685,21.59782162,12.42870464,1.099472862,11.76627105,17.01658345,12.18939876,5.947089172,14.25018532,5.57932056,14.72137135,12.17632466,13.01456134,9.109836629,11.99755685,9.684597448,13.10857624,10.1626946,11.66037973,6.145190698,10.97557217,13.62456193,11.00957543,12.87650422,13.80981644,3.45041168,14.63617035,6.608120242,10.31796,19.87281282,11.12996878,9.637371578,11.36598378,3.511096993,12.64693495,3.547439676,13.77045556,3.638876807,13.7749804,5.035111562,12.37283563,5.532008647,12.43855482,9.221708097,8.055740031,10.12361141,9.319639799,4.921432987,8.714001169,5.335660292,8.424007133,4.050169774,7.301134173,6.226326531,8.633837983,4.715968088,7.001942017,7.725032961,7.575929587,6.809103457,5.240287082,7.079237166,6.616933795,6.936078063
Ipo4;RanBP4,7.310502563,1.924887041,7.310502563,1.924887041,5.513546823,1.212148591,5.513546823,1.212148591,7.934994879,3.126517419,6.068608407,4.192513232,5.218216035,0.894037521,4.823718773,1.000953904,6.894546237,2.492349221,6.194128486,3.137136344,5.158553813,1.361936391,4.988909431,1.078564951,6.373349222,3.383984483,6.881341612,1.942716339,5.364340913,1.476100867,5.08600389,0.616766014,5.863091806,3.841022169,6.349157433,1.752810078,4.689043741,1.002150978,5.069519528,0.752006198,6.716276727,1.188149295,6.269381066,1.8582824,4.794266877,0.445696764,4.846756348,0.642988178,5.991596719,2.536658663,5.574287304,2.754205127,4.858741371,1.062885497,4.947621728,1.684398146,5.754700275,2.703811909,6.416383938,0.407254024,5.022418628,1.189982137,4.922988767,0.805070732,6.120193975,2.461865732,5.555718697,1.083407721,4.689590597,0.737480834,4.994356103,0.707788354,5.407756726,1.457573726,5.362161167,2.122352612,4.098321978,1.015351276,3.923083771,0.754160502,4.506886842,2.087793241,4.739493122,1.881818488,3.083059162,1.354631077,3.906590708,1.334821784
Oas3,6.061304346,6.382786016,6.061304346,6.382786016,4.219920463,7.168276992,4.219920463,7.168276992,4.402537416,5.836305889,4.762045917,5.70515468,4.929861579,3.854497017,4.134205606,3.468502264,4.463946786,4.998422819,3.916834986,9.02904295,4.497534162,1.337431242,4.481888206,3.64588558,3.812029659,6.432260116,5.129905849,7.303998015,4.649209712,3.934914716,3.629510307,3.009813852,4.17040071,4.268087834,3.857294096,4.13332478,4.254473764,5.699031517,5.690592429,4.252838279,5.443276473,5.316618307,4.407035239,8.541330935,5.106926816,1.451086473,6.606494805,5.472852533,5.444630722,8.482724659,4.090549579,4.00033063,3.102337953,8.547694958,4.566589277,6.1136274,4.287613659,5.922459155,4.62954106,6.140812104,4.976022678,5.051279344,3.995774364,6.98127391,5.435189976,5.637017614,4.900097587,15.98406056,3.570397586,4.668107675,3.565206535,12.05417519,11.83244688,12.08003856,6.268533545,20.62974623,4.469712608,4.430564525,4.423327694,17.10672481,5.157812089,7.834089256,7.038789693,35.50533607,4.996235584,6.048191496,6.478570028,29.3038345
Oasl1,12.44747166,12.80022997,12.44747166,12.80022997,10.17285237,6.984346403,10.17285237,6.984346403,15.06651586,18.26172229,25.08917196,13.34386,14.36122557,9.095489466,10.31597176,7.690440044,10.25504597,10.63913416,15.03321819,20.54170122,9.124199124,7.021091211,16.19414199,13.73580049,14.03439218,11.89600768,14.20721279,13.4901821,15.00171542,13.30912456,11.55454422,5.022818723,17.28188737,13.67611172,10.35252504,8.400841247,13.00529919,6.063873717,10.94775803,11.33200121,20.49206218,10.91993635,9.934115341,18.08776472,8.563626154,9.586159496,10.36222357,19.21893215,16.95192654,11.30917706,7.568125817,30.44904181,13.08847812,13.14974048,12.64686518,31.75213126,13.99390863,10.8068606,10.08479199,39.33941424,15.34969566,4.369568224,10.40216153,42.3239112,22.6279013,16.06515508,11.88867251,69.47870281,20.64151908,40.42767501,12.76416478,67.18961827,15.65333807,8.609276196,13.55767237,84.55417246,16.78627284,11.64372338,9.635614691,69.25432643,14.71728819,6.466651943,14.80299444,101.8438067,17.43821522,8.352851862,13.21736911,96.12425834
Sfpq,671.7779892,56.73203929,671.7779892,56.73203929,674.8102851,61.43686096,674.8102851,61.43686096,700.4029763,57.16371169,819.4393036,70.79908148,714.7312381,58.53466633,803.3345151,66.93792765,720.9597102,49.22695383,772.4804386,62.81210943,743.6965906,64.13610384,806.7101,56.36208984,749.3997152,56.63931499,769.1482894,72.33990858,737.8289463,55.43402006,744.8922902,53.2505812,734.9044854,76.4258747,771.6217687,86.99489052,769.1027116,69.52820408,782.7350684,80.40845692,768.5644924,82.2498638,729.5387182,89.85286987,737.2002844,70.41189404,769.4474675,82.82545806,747.4028242,85.36775776,754.1174589,110.9794664,715.3400808,78.10665686,733.3166725,99.84745354,749.6805129,75.13190798,770.4953009,101.1312154,711.6696571,75.86896083,692.5937134,104.0268328,674.6078898,105.7359537,671.9881653,133.135412,678.6900353,85.97051106,692.3595212,127.9288506,669.2675961,117.8923944,642.3594721,149.4402915,675.5774294,116.6129645,621.3990923,128.0269235,614.1250792,185.3606752,546.6883196,156.4312711,662.6287248,191.5602243,530.8889814,156.7305651
Irgq,3.408844505,0.561580661,3.408844505,0.561580661,2.132533483,0.280952693,2.132533483,0.280952693,2.720616957,2.497366873,2.993746816,0.383849787,NA,NA,NA,NA,2.625013527,2.206582473,2.260303363,0.540693579,2.374470446,NA,NA,NA,2.665398173,1.458179072,2.878651519,0.726655886,2.268512986,1.926811135,NA,NA,2.322353053,1.167741876,2.554444001,1.173269202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.850596692,0.779095088,NA,NA,2.814878518,0.973808322,NA,NA,NA,NA,2.233989831,1.506952529,3.208613316,0.861594516,2.143515077,0.593991418,2.739780289,0.62504779,2.233405582,0.998354328,NA,NA,2.497673204,3.620515491,2.504382798,1.564061378,NA,NA,NA,NA,2.656569083,0.630343682,2.637504633,0.625364429,NA,NA,NA,NA,1.90440368,1.252886017,2.974974215,1.171854782
1600014C10Rik,44.67115253,5.600799316,44.67115253,5.600799316,30.76048071,2.674515054,30.76048071,2.674515054,45.81673947,7.548424411,45.19698427,8.440120811,35.52733095,3.06821598,37.5845434,3.177467963,40.08158243,11.41382284,47.2073824,10.40121959,36.77984504,3.728333129,36.22210686,3.931953909,49.36014615,10.16987495,45.2292128,12.79211799,38.6358779,5.00273518,38.06303645,2.493139574,45.53947847,12.3718436,51.19605041,13.67064888,42.39678558,8.655274427,44.12577195,11.10458314,49.59088659,13.16377609,48.95920374,12.49135896,44.13640389,11.82816575,39.76940594,5.138697586,46.56184419,6.322994859,50.54157878,6.949395928,42.37263456,10.99887702,40.07008658,12.58361714,50.30099164,7.80289513,45.71263084,8.523895244,40.88251931,3.936875335,37.88201165,5.253828567,43.24769684,7.848946516,35.57042295,15.91046783,54.21185413,10.86681082,48.5158958,27.21625549,44.30255955,6.320517011,30.72218886,25.24120031,45.58645727,25.22430518,29.55324239,21.62827055,51.22399768,13.54320187,25.22178249,47.62017478,49.71618934,9.730977411,26.48238941,41.50226563
Impa2,87.7247592,8.074924417,87.7247592,8.074924417,82.36820567,2.948300174,82.36820567,2.948300174,88.40062935,5.905058603,77.42834904,3.15521803,83.45951614,3.847251256,73.99138156,3.293970466,86.54137153,4.325268355,77.40373586,2.821474653,79.69632155,5.587228421,71.53597067,3.275493439,80.45424815,9.115407294,81.76273606,5.739325491,79.61542647,4.267319344,81.23017722,2.694051853,81.56383294,8.519280482,78.96582645,7.85855675,73.28236724,5.31255844,75.92097328,5.26092565,82.1033802,5.529027607,79.82935786,5.009497564,81.76449724,3.636382029,75.84613264,5.747992255,73.91482756,5.135750161,76.3587452,6.816466775,84.48663122,5.613396463,77.91606759,6.868279816,81.05202321,6.056982263,80.11628974,8.199660218,70.601994,5.985908536,67.74798188,7.283307322,71.21529808,6.493025357,76.15018349,9.19257152,78.48696777,7.056302685,75.7155727,10.15764462,79.98618238,9.448268301,73.98193226,9.331923954,71.46126132,10.03236143,65.61071011,19.26918968,61.39792651,14.70660975,55.97300562,12.29375999,53.34161184,20.47938344,72.46884842,23.43053828
Acot7,221.9964669,15.97704435,221.9964669,15.97704435,232.1914273,9.893177071,232.1914273,9.893177071,233.4217086,22.82560626,220.6549329,28.61298628,234.4711253,20.12763603,214.3907533,15.61153128,230.2749674,26.86804975,215.0013415,33.88621987,216.9728173,16.28819204,218.3137993,35.49314384,218.6812912,24.83457083,223.4201861,26.88363848,223.9180191,16.45358065,223.0709515,20.20725336,225.111614,33.19875073,226.1701933,16.70138671,213.3344293,15.597997,228.033716,31.46624645,228.6629614,24.3316938,222.2584786,24.23841098,222.3053101,23.13094779,215.5728128,31.65372948,209.385392,20.33935387,215.3277365,29.42588276,209.5087651,33.30801282,213.7062092,22.29724221,217.0147357,25.90727696,220.1191583,22.05192635,208.8052809,11.25244071,214.9409526,16.09085265,218.2140197,18.31542145,209.0180003,20.94274926,232.4060439,27.74289836,204.2113844,28.10543047,198.7981521,24.5437724,210.2952464,23.51661077,222.2211519,16.80259231,207.4102518,26.38818364,192.7883791,28.10969901,186.7417992,50.79230266,184.0565321,24.39644069,183.098905,40.62273468
Rab14,248.5975569,44.50541286,248.5975569,44.50541286,283.228654,26.92513035,283.228654,26.92513035,304.5276119,45.83658602,300.3288794,41.36839314,304.1489848,29.7140161,338.7646868,43.03695301,209.2092889,27.12283805,279.0962887,43.16172369,300.3760155,45.44598297,330.0592682,33.33318054,276.0435274,43.88448062,283.8564441,49.29575828,286.6230948,31.03274597,329.0098383,28.73963525,248.1038593,55.09488087,285.6624361,35.42744183,320.6140547,35.37585643,298.9802966,41.84900742,302.2064641,50.42768484,269.5570205,22.55347869,350.5977699,49.12295907,326.0568435,44.01943217,271.9133076,32.93062608,249.4831021,38.59938296,334.490836,44.53455902,309.7257171,44.85546237,267.8418643,37.01361118,221.3317903,24.27136643,334.6352412,39.35667695,321.0159518,37.96116837,295.961323,32.62533937,234.6995384,33.19434838,371.9175407,52.79505073,299.4056002,39.77763569,296.0501503,51.19396006,240.2041715,35.81753195,331.487717,45.97020841,267.2722542,37.68188465,450.2149223,124.5903739,224.2121466,87.18750177,500.868523,142.4793674,223.3970579,80.25124643
Sfxn3,57.63315205,11.29366178,57.63315205,11.29366178,65.01153056,17.52882308,65.01153056,17.52882308,55.83508624,19.23393418,74.35512345,29.35355053,68.71417842,16.50965278,74.73189698,14.55704064,51.59892285,18.31005914,76.78431295,13.69934119,60.4763331,9.506344891,73.70923223,9.268243814,69.38134458,38.51236173,73.92462075,37.52351647,62.74355262,13.65281338,78.78841946,14.36783918,55.07455223,37.54490413,77.81828262,26.71252176,64.0448864,8.599314075,64.3540214,11.44767424,70.13642762,37.50406717,62.43911584,13.49366338,75.57744589,12.79196085,74.1950625,13.2153346,68.53874013,22.66907323,66.57667393,28.35411586,80.42201466,11.6422053,76.87076501,13.74428898,68.24423316,13.21466749,59.1121943,13.59880156,77.97359266,15.92260006,80.77618836,15.29671701,62.13922457,31.63540431,60.63333093,23.95073534,82.77924889,16.36473167,72.13679533,11.58520313,60.78175288,24.25288882,53.82184642,18.56064034,76.325545,18.06998786,56.15066653,10.14736468,91.59798534,35.20339388,60.07262465,18.87201041,80.74776791,32.96471321,64.51048728,18.48293234
Isoc1,98.55281375,5.965468467,98.55281375,5.965468467,114.5400095,6.08802362,114.5400095,6.08802362,84.49724588,4.398595682,76.86621083,4.414882313,115.6621361,7.69530467,97.71293687,5.695951707,80.13572453,7.061316771,81.50764331,6.74342416,115.1125912,6.56753268,109.4549042,6.797975394,78.65912049,20.84789169,88.80761011,6.076183528,109.8252292,7.167472038,114.9218962,6.036020654,82.69363777,10.63280326,82.826735,9.324737435,108.6391097,7.967746282,120.6527309,7.794830753,86.55775074,25.13479826,88.80894226,13.59193539,115.3985372,8.761300415,115.1186371,11.47631612,77.65224888,8.597716828,82.99987234,7.073301189,107.6940908,7.603305143,112.0343216,7.428248259,84.54680711,12.13906563,81.58880561,8.893114899,108.7857487,8.669470131,116.9744885,10.0761175,81.12559519,8.10585929,84.15429926,13.2116704,113.4933847,10.61494305,116.9194699,15.88673436,82.88782621,8.778198752,85.81512058,15.82824326,104.0951636,11.49441319,115.9435152,20.50159157,62.98871843,13.98781443,76.92101737,43.32619671,84.12779316,16.53353841,106.746794,53.97043781
4931406C07Rik,185.5373889,15.49626503,185.5373889,15.49626503,179.4425308,10.19173832,179.4425308,10.19173832,173.2274765,16.52598352,152.7743865,13.22143413,170.6632649,11.06603002,162.3698135,10.96447447,164.6618147,16.04841874,157.2731675,23.90727676,177.1390426,13.05116681,155.1881411,12.37547878,155.4595905,11.20894801,156.8889549,12.5224026,168.8689031,15.67356866,175.3320612,11.92501041,153.2879406,10.53474764,163.5983071,14.2773898,173.0276501,13.39134497,170.4601107,13.89222438,153.752774,10.73880284,160.1861734,15.44990903,170.6480956,13.68682102,165.8926795,15.48725631,155.2763026,12.43572493,156.1864105,12.40687234,162.3773588,13.79779092,162.3624031,12.43507076,161.5082192,17.57326573,157.6953935,13.39328936,163.9562303,13.26958274,164.563695,11.11743311,181.1269775,14.75271393,162.9849249,16.77217836,168.7987864,18.26376678,170.5453743,14.08658049,173.5534202,21.01028108,165.7873092,14.17327133,189.4779625,17.99678668,180.4990923,28.39032688,152.3450669,29.45975335,153.398748,25.41984574,152.8087989,28.17773438,166.3249419,24.322752
Ppp2r5d,9.726811494,1.621572036,9.726811494,1.621572036,10.40958831,1.437855846,10.40958831,1.437855846,10.79410658,3.332709237,8.518694187,2.353241366,9.646376543,2.331827767,9.179559859,2.084523843,9.897055481,1.901130645,7.818358323,2.384301205,8.618194589,5.797094246,10.09096962,1.977171289,9.456290623,2.346916305,9.073662545,2.248615285,10.26284739,2.144269569,9.580784711,1.773344667,9.893917536,1.995329423,8.680820826,1.71164139,9.691629725,2.516049894,12.5723177,2.275426607,8.277938096,2.430502642,9.941364192,4.391611045,10.77902182,2.49463006,9.061224758,1.926890888,7.793100295,2.327370265,7.30443586,1.130573984,9.190852558,2.609319649,10.38120481,1.931454284,7.417851015,1.441219085,8.52674829,1.547158821,9.934344427,1.088664569,9.850847377,1.378876757,7.680695927,2.175824221,8.541603341,1.902249415,8.76617351,1.813684384,9.122325278,1.447774596,6.810134248,2.127342793,8.253805883,1.265759369,7.176470695,1.536546325,8.128791923,1.33122781,6.65359787,3.230785993,7.430928442,2.266686136,NA,NA,7.50680157,1.256843247
Idh3b,87.87633813,13.33834193,87.87633813,13.33834193,81.81674579,13.24384201,81.81674579,13.24384201,94.63160057,14.84739646,102.5255955,18.94690095,89.783677,15.38323129,91.07259123,17.62069251,84.26381715,12.33888989,90.43320521,13.15490581,92.53248756,16.10059629,75.71151137,12.94813422,104.115973,12.45916051,86.38898812,10.26402045,93.78082681,16.66876282,83.62501268,14.00293856,107.2905468,13.30525913,103.2951021,9.672801484,94.03779695,18.89051058,83.59779546,14.72629473,108.3423232,11.39605099,105.6258828,16.12319235,92.3699761,14.11908844,92.64544655,8.579823892,107.9714718,30.46770766,105.5118166,34.50698526,87.77219844,14.89874941,84.80379165,14.13444742,120.3806458,12.39844288,92.79610295,14.31712047,89.30242744,16.22312826,75.28537955,21.27800001,107.008446,30.07971705,90.76044561,32.38042486,90.55505447,16.26707052,74.16805424,9.605474959,98.36976534,32.00023414,85.88328303,30.59480842,88.18198824,16.19676717,55.79576163,16.2449493,95.63430262,40.9980499,60.3788646,30.65927006,82.61604871,29.26806911,52.46310322,19.83335209
Eif4a3,99.71366378,19.47506296,99.71366378,19.47506296,114.4005888,21.71896633,114.4005888,21.71896633,104.4756583,17.16928091,122.3485809,22.56178379,127.030746,20.92596764,137.3007547,24.21016213,110.6691951,22.84453577,115.44383,20.60917164,125.720981,19.28299075,131.7581991,27.37127193,106.9452877,13.80646478,106.2517228,18.16647047,127.088264,26.74158607,124.1926046,17.77017808,110.0883755,18.63392556,101.7071499,17.6392225,133.6529427,12.02857771,131.0316685,34.60351549,112.1276292,19.98895779,104.9841927,17.34976174,136.871471,27.34278811,123.530684,36.32741449,112.2468947,19.98607182,104.387873,15.96798264,137.2754498,32.08908434,123.6171186,34.15238621,107.8898893,21.79328074,100.7366906,17.33898824,131.3716397,23.59466013,117.8400348,20.16836056,99.38112557,16.39189234,90.56926032,20.08911198,125.3273435,30.01894213,112.0781821,33.08159009,97.37073981,17.43560472,87.61323024,19.70551854,121.7553531,22.38644635,100.0053774,19.52763165,91.17436254,35.56252172,67.75893565,24.82039079,123.846436,50.3582564,85.68083466,31.42286195
Ndufs1,36.2653058,8.39525028,36.2653058,8.39525028,39.77144403,5.954602296,39.77144403,5.954602296,38.01310768,5.435615464,38.78028501,6.230022965,44.52761234,6.526927268,49.94763379,10.65453493,39.95090958,11.06748528,34.94846158,10.44969888,50.19180572,7.128897839,41.0540206,11.47650622,38.35391372,5.078682051,38.57864258,9.584970651,47.16977841,9.145286787,52.99539387,9.174202619,42.8031959,7.72072082,40.05231609,7.82362869,52.51275433,9.612121568,44.3380281,9.23832109,43.82249744,7.400464699,40.27171267,7.00723394,50.0942486,9.632114278,49.2752657,10.53830594,37.12388468,8.297768459,38.70726165,4.881754313,50.30054697,9.427752154,52.4546932,9.567486566,43.62525003,9.196991324,40.76312022,10.31918559,47.78489966,8.47696664,45.15160609,8.729481791,37.24908281,6.836673888,34.49500115,8.949806883,53.46866198,9.960066763,47.56156776,5.824845889,39.19394574,9.327634239,31.76403514,6.561214223,52.29252735,9.67635448,35.71611351,7.211247712,37.40052,11.49324475,29.54810598,12.29532993,50.54447162,10.79540035,34.88894518,7.737356307
