Gene Group,R1 MOCK 0h,R2 MOCK 0h,R1 LPS 0h,R2 LPS 0h,R1 MOCK 01h,R2 MOCK 01h,R1 LPS 01h,R2 LPS 01h,R1 MOCK 02h,R2 MOCK 02h,R1 LPS 02h,R2 LPS 02h,R1 MOCK 04h,R2 MOCK 04h,R1 LPS 04h,R2 LPS 04h,R1 MOCK 06h,R2 MOCK 06h,R1 LPS 06h,R2 LPS 06h,R1 MOCK 09h,R2 MOCK 09h,R1 LPS 09h,R2 LPS 09h,R1 MOCK 12h,R2 MOCK 12h,R1 LPS 12h,R2 LPS 12h
limd1;Limd1,71.91838165,73.54256063,71.91838165,73.54256063,68.86098327,70.40624103,88.58961923,83.2206397,66.87030314,77.50815324,105.4701024,121.5438534,75.71157974,79.20823878,68.64960846,64.39883565,67.26572712,80.67296736,56.93088489,49.81735937,72.70234027,66.54022587,47.15907522,58.01292725,73.12730554,67.41962454,52.32402694,49.97214849
Tbl1x,27.71561984,33.31548477,27.71561984,33.31548477,24.09798354,21.69849604,34.3961276,34.14683423,23.24100195,37.87696114,48.94049256,54.82647665,32.88020189,20.33664467,51.15136278,58.42619094,27.82940066,36.20014555,37.3896998,45.83805099,35.69723423,32.97514831,39.54866267,68.23670807,34.36024196,42.2311879,35.47651534,59.76878374
Itgax,1087.460618,642.437379,1087.460618,642.437379,765.806414,798.6060469,1080.1886,706.5941208,847.5235097,695.2089763,958.5944504,701.4457159,1003.261738,878.9250566,858.7325747,514.6261849,1037.474103,619.7978982,867.3100438,661.9374094,924.6747768,708.8475127,877.7610121,458.0631111,887.8008691,684.2313432,737.2198519,441.7662177
Cpsf3,63.65245734,48.45649137,63.65245734,48.45649137,52.35383895,54.08282385,52.56427631,48.9715704,73.97722595,54.10823773,46.23918169,36.83160699,67.0029072,43.39783279,27.38564076,22.69522508,59.58603354,39.03415143,17.6777391,25.38534912,56.55871633,44.59479067,29.06015967,26.04399613,57.14956047,42.29138083,36.4824018,28.71311214
Trip4,26.78730332,42.10861015,26.78730332,42.10861015,26.5999607,34.91486907,52.83509788,80.02570049,40.1847746,60.04841514,21.89436493,29.48674762,53.13941286,27.38853985,31.46607282,47.50269107,34.65059878,62.04460867,24.07695546,29.40850357,30.49346752,40.44578711,17.12837437,54.47625157,33.06049327,46.15828937,20.99018033,46.19808719
Cnpy2,120.5145285,52.28557039,120.5145285,52.28557039,80.84369769,101.8956644,81.26493881,39.14854942,82.08420293,56.32123107,78.75886084,72.17116429,73.90470549,86.57502617,57.24173306,49.24148378,94.45547406,47.54744104,50.33463504,33.64894624,68.0985212,79.7232547,47.91218992,37.85338516,81.74113301,93.44279849,72.98618905,47.94644734
Slc25a13,34.18324374,34.07746001,34.18324374,34.07746001,25.29223158,30.51334382,27.34214405,40.84425506,26.31419611,38.14715662,25.9024986,33.73741145,37.05213927,32.11927067,11.70988665,14.69466886,36.80360886,33.15555187,9.392514524,10.77345122,31.02803297,24.25794422,10.98461266,15.79660041,26.3064034,37.75162923,12.40105301,14.32254534
Nup210,15.64343963,23.69350877,15.64343963,23.69350877,17.63064203,14.39693294,14.9756469,17.40684166,13.17734517,19.92506124,10.59569132,5.936781195,17.3846232,16.28326302,3.51830682,6.020802396,14.23346266,17.50927644,2.227754614,3.825658767,17.01109919,11.40078718,1.191522452,4.919923501,12.64850531,18.18808802,1.906505808,2.431726767
Clic4,218.2549721,135.5381701,218.2549721,135.5381701,156.2508183,173.6585508,548.2988175,363.4736291,163.0822863,165.0953379,1289.794523,1067.771796,210.0700622,228.6914089,1657.628856,1479.142094,195.9871964,132.7948128,1882.480215,1647.068863,200.9487068,143.8565796,1501.461416,899.6114358,157.3428881,132.8098699,1067.386419,765.3880558
Add3,83.27624778,75.38005967,83.27624778,75.38005967,73.61867391,78.89686852,57.75248403,71.33324364,53.95230209,77.2835888,39.71104176,60.51718212,59.14258399,62.50486081,10.79202262,12.89537168,58.6584534,75.10619214,7.005133047,5.716577139,56.09691029,59.14461788,7.721048017,4.86721021,56.55633383,61.54330002,7.218200327,6.9433266
Golga5,40.04340839,39.83718065,40.04340839,39.83718065,29.19038439,35.26566399,35.30200615,22.03271872,33.47041019,44.09923252,26.1135529,28.98575966,40.57736732,34.55905675,27.0074399,24.17462724,27.89683719,40.03097559,27.7536109,35.04500621,39.70285665,40.72183679,29.38344798,28.25024951,33.97218187,41.83693939,27.0868416,28.87374641
Rdh11,36.65259706,38.23965165,36.65259706,38.23965165,25.28917043,25.52378193,53.20520549,43.904428,33.88506626,32.58103682,64.75491458,54.16040384,34.23719422,28.44205295,48.55084983,40.22863348,35.04005253,31.5098831,20.75088684,18.72498489,29.77535383,33.58171,16.32415271,14.88135311,33.35742309,25.16458388,25.33876764,9.883960519
mDj11;Dnajc7,172.4486252,383.2969963,172.4486252,383.2969963,167.7232024,250.2115765,162.8876541,293.4786775,194.0295961,365.7021309,123.2580928,170.4837606,218.4655633,209.3669279,204.8918748,345.4794524,166.0687386,437.8267035,296.4853938,522.0063948,200.5336557,325.887558,250.5135906,691.4582342,223.703109,300.9464911,239.7657842,680.1335186
Dnaja2;AK163592,114.2263452,99.52466788,114.2263452,99.52466788,96.03744966,95.71148564,127.9241487,152.6448549,96.74769165,91.47775129,180.2968452,139.0833274,114.4256391,89.05650999,228.7280441,196.4822825,99.65586378,85.6195152,193.377471,184.3143043,94.92284665,97.35003377,154.9298741,114.2740765,96.15660892,86.65819138,137.6377097,95.23674185
Dnajb1,53.53716822,19.97460741,53.53716822,19.97460741,36.69147411,26.0640086,26.18713853,28.85075111,33.82050712,17.92179814,24.31623484,16.09848774,32.60009642,27.20329061,23.3722953,18.97771715,29.11945137,15.14621356,24.89897703,30.31531867,36.67392189,26.92608485,45.42822186,21.61242914,30.69599184,21.59395407,47.00404934,35.85844508
Acot2,11.43368432,10.46890063,11.43368432,10.46890063,10.39974969,19.13806156,8.912406736,16.74224242,8.322768888,17.2066676,3.171670314,10.28667342,13.12601438,11.80933396,3.526142013,2.996931062,10.34797965,14.21059586,1.683139328,5.097497493,11.22505147,11.89625152,4.607637064,8.848311717,12.16394105,20.85592429,2.407745262,2.688108926
Qk,83.01397391,93.31865609,83.01397391,93.31865609,79.94421565,97.91759877,77.4457416,88.93866982,58.04709874,87.38021502,79.21191404,95.71940781,79.62018968,95.2033838,53.0067361,64.57834535,66.64975722,84.98041561,69.31345418,84.51019649,74.83907368,88.88346917,56.80523692,74.54638171,71.67985169,95.4981276,49.62024696,64.23172888
Gab1,9.283789086,7.268611994,9.283789086,7.268611994,5.634562832,5.676469016,7.8040014,9.051202785,4.432168288,4.387040963,7.933646001,11.43294103,5.162360561,7.241125532,4.151873976,3.761525621,5.309623866,6.607928365,3.394639589,3.297051722,7.389086666,7.561041537,3.546575268,2.625243856,7.809621455,7.547708122,4.163840616,2.842977221
Spast,24.39290062,19.79922978,24.39290062,19.79922978,20.34802299,18.10544432,16.1006198,12.48925104,17.44782798,16.74229964,9.833388583,7.454466554,16.87315458,17.90009723,11.33852888,9.739094579,17.73491735,19.43615795,13.90607848,11.79365052,16.7850258,16.07235964,12.30532375,11.68563355,15.03605051,18.23044935,10.71595747,8.505492178
Tollip,60.98229271,76.39460536,60.98229271,76.39460536,62.64306449,54.58668446,82.80482171,66.04558066,56.50425392,63.04920669,86.3444202,62.85075992,71.20376292,63.21224042,61.95490009,57.6538873,71.89312202,67.62469234,50.16739065,49.61623707,65.3417235,60.65176775,55.10481988,55.44898163,59.40066709,49.25412374,61.12053034,59.36041042
Nagk;AK051368,144.2455,82.15487466,144.2455,82.15487466,135.1490115,115.5501944,90.8800369,86.72843479,127.9545206,101.1581024,87.90747793,80.4420274,100.4952632,100.371382,66.6968637,35.04388922,118.0846396,100.0921339,66.15016466,62.47975164,112.6531136,84.29058152,80.18589032,71.71158839,130.2742219,96.24518168,77.24684517,76.60520036
Nfu1,95.59067017,121.9118769,95.59067017,121.9118769,92.20159611,80.5615485,81.86475073,62.83186984,86.44255607,88.94329986,65.52843166,75.01997377,86.5848576,75.58376496,55.2426235,49.06124941,85.86477847,58.09843544,57.53709122,62.63172,95.93882283,108.2271678,64.37250636,65.46649833,88.07295246,97.29284559,64.19430764,74.43502687
IIGP;Iigp1,1.598025216,2.053368972,1.598025216,2.053368972,0.122503497,1.594891272,3.873984464,5.002073496,1.042203863,2.274909865,9.927519842,12.16398685,0.535068721,1.594790234,131.5019936,243.5678378,0.718528991,3.157116447,276.5519634,446.3078171,0.163041539,2.640963976,187.1007352,267.0964231,1.364314748,2.08712725,148.7449436,245.823651
Actr10,41.5621516,43.93442513,41.5621516,43.93442513,41.25945062,33.67144439,60.15101426,91.27177988,37.81121839,49.36362869,39.75593701,42.4102317,65.55080562,41.60714356,39.8794708,45.24494989,45.13354535,44.07117953,37.23504757,32.79912578,41.97517605,48.68966573,36.0768038,39.76222411,47.36544287,50.15605638,35.33408821,37.21611542
Dctn5;Plk1,192.8219565,158.6063528,192.8219565,158.6063528,145.5224793,166.0961337,102.7890336,152.4050755,138.7403449,156.3824963,69.65951094,88.44650023,132.9662216,161.2989537,54.81600583,67.73011345,125.5144709,144.6979674,76.8264623,85.54679919,124.9329512,126.3467765,79.81726563,74.36597709,127.3002688,147.9931146,95.99115728,77.96291654
Eif3i,287.6771491,293.3519303,287.6771491,293.3519303,316.1166941,296.5359132,243.6133428,172.314691,269.4658087,282.2342518,208.0262561,221.3550768,270.2357208,315.4615375,217.356525,204.9505504,301.9941216,292.576861,206.5378558,210.668719,299.7910834,311.3084305,155.0676362,209.4472567,312.7055061,316.9264442,132.399927,171.6256874
Copg,53.93469861,34.81815891,53.93469861,34.81815891,37.83213639,36.84938746,42.91550693,26.81667699,43.75539016,25.48204149,39.91496498,25.66265538,47.12580267,38.50841602,27.25807946,19.84465725,37.8236025,24.04963283,31.33762505,26.88796157,45.81391449,21.22750621,43.23370538,23.72510556,29.33772291,29.07893986,45.69584207,18.38397676
Tsnax,34.46541062,32.23860011,34.46541062,32.23860011,32.4020378,30.72390908,30.82974676,28.15253937,27.58306856,36.45084215,19.51425718,22.82040422,36.12525411,30.8512107,14.82770074,20.85659167,38.06527429,32.41946315,17.65863564,16.2067549,35.66858914,27.18444069,16.46556984,23.48646154,32.15161713,26.52081489,16.91292921,19.51449694
Ecsit,18.40418411,33.01235761,18.40418411,33.01235761,17.50202983,14.72684561,9.84395553,20.56672618,15.36720069,24.29601094,7.263316268,17.23244547,22.61276998,16.74257008,2.780276264,8.320017266,15.36447071,16.63119869,4.271144592,4.094361188,18.04405915,25.83818967,6.133718589,14.24002047,16.48491702,27.40104389,8.740794722,16.2128172
Dok3,31.79978002,18.29496547,31.79978002,18.29496547,24.63950418,34.54562634,18.71888245,31.93692116,41.462989,34.26059,9.717324704,12.10760747,40.21990831,52.19243142,24.52031268,12.76852752,34.08005874,13.93491328,17.39065295,16.20963151,40.81961456,39.16162173,16.30533938,14.68535676,36.39430189,31.23524829,24.06102567,12.58182387
Ubqln2,42.70379575,35.29068739,42.70379575,35.29068739,51.73192226,39.5613957,39.3794784,29.44088925,37.52793764,46.58358828,29.19834183,35.33193931,40.15006924,33.17347653,15.86820203,20.90835783,41.12989082,49.90161852,17.08402366,17.11661369,48.07050267,39.62891887,15.0015397,15.67012489,51.22762813,42.00310999,15.71699061,20.82216901
Fbxo6,64.86511259,36.44077224,64.86511259,36.44077224,46.82610018,43.95917501,45.05919701,36.78748319,49.19071739,34.15157157,47.65007518,50.78084635,63.9479837,40.21514519,58.50705127,31.94859033,44.05157322,24.84705767,63.21785227,49.58566937,54.91178001,46.57803072,91.86300961,33.2415454,51.93680793,33.77404119,83.24570648,43.10593413
H2afy,475.679566,848.0705913,475.679566,848.0705913,667.738372,609.3892655,664.2448928,1029.923451,610.7803244,773.7538104,680.0302492,822.1414625,700.7108485,633.1791812,866.9568581,1202.769119,573.4396715,977.7926004,925.216047,1152.882844,627.5186271,670.906253,807.4860385,1633.774051,671.0638518,780.735793,725.954374,1367.80957
Numb,11.9208964,5.434443008,11.9208964,5.434443008,5.384420235,4.83707224,12.758487,9.426816003,8.630247246,13.53590387,11.36087673,9.069758367,9.925105937,9.398560027,7.091537303,10.08424456,6.412309866,4.905224865,6.861870286,9.22523866,11.49459436,7.540180287,8.261402652,2.817732342,6.490140603,10.20005972,9.353392382,5.989630593
Ube2l6,91.02238298,149.363167,91.02238298,149.363167,105.9825741,131.9961894,198.7360233,186.1587782,129.5071435,132.9819716,218.5732474,318.3567812,136.8006484,135.2369523,529.5520027,748.6069051,124.2584313,176.9224386,765.6581327,922.9583365,120.0795165,163.8525613,863.9701623,1592.314979,144.8872649,162.3579934,834.6053477,1432.852744
Amfr,104.0887733,55.69444211,104.0887733,55.69444211,73.71991287,72.4189126,87.27656019,71.85618325,79.57548325,64.60464941,85.70960631,58.83271335,86.2468761,76.97193409,68.82172344,41.48577224,79.2252322,47.871532,71.12790114,59.10709079,78.57357839,57.94011461,93.88570046,49.17217981,65.08169366,69.59915424,97.91188234,43.49082361
Fhl3,55.38244011,122.6480607,55.38244011,122.6480607,70.7834823,90.63232342,54.71933476,90.72343833,74.11907511,131.9847538,81.7486529,65.33308179,85.50692861,100.0319658,88.93771634,137.9772774,64.39045161,120.64066,87.1331922,117.9315852,70.17247517,102.1178521,95.17512947,203.8943317,75.39715941,100.5163649,99.32788743,201.9329056
Nubp1,52.62643743,27.20162527,52.62643743,27.20162527,39.03003469,37.5807513,45.75921121,36.84649618,37.65982929,34.1492013,37.69270618,22.26065694,45.84071551,37.5896371,34.6676048,22.10769598,36.54478872,15.47208636,27.93794627,17.81449722,42.88774902,27.46763856,24.52735527,17.60475645,38.54767564,29.97368618,26.072559,11.63651154
Nubp2,73.89041221,32.94115136,73.89041221,32.94115136,55.02834942,63.3195561,48.48169481,24.1991804,68.43477444,36.87656714,36.30269575,34.95099681,74.93795653,37.79172245,30.52649002,11.98728407,54.26747552,28.75455756,32.12706086,30.97035875,63.29130876,31.54558774,38.69600645,14.36223442,45.12947724,32.95342471,46.46981903,17.44199696
Gyg,152.5059979,82.18607765,152.5059979,82.18607765,133.3339675,114.4321426,101.9974197,120.8074454,115.1136276,83.33045741,116.0600034,94.50049758,123.7492245,111.0206072,94.0094358,77.77494244,95.41603861,83.69380685,98.39109711,78.12804338,124.9842879,99.22051312,109.1613616,48.60262986,122.0275935,77.15469524,120.6861177,78.83770044
Plod3,97.66111677,52.56957474,97.66111677,52.56957474,66.9661015,56.79258312,71.88777906,53.90458181,88.8479421,48.06978677,74.65595244,46.48366781,69.11786625,60.04602624,84.8952605,74.71732796,76.74034699,48.07963264,80.11060283,82.8317469,72.42073997,51.03953311,94.75575777,56.89093697,51.76758613,43.69556394,101.3547127,64.53419035
Plod1,48.24489933,29.36963958,48.24489933,29.36963958,34.81649282,28.90155553,39.26994765,45.31764245,32.56648865,32.55954453,18.4335357,23.85988412,27.49622885,27.29731761,19.61827678,25.27073347,25.42091559,28.1363367,12.11422865,19.38829277,23.51732155,32.87220001,15.04887578,18.52749581,26.40470921,34.52733723,25.90506001,15.74068076
1110004F10Rik,161.7208446,107.9837825,161.7208446,107.9837825,135.6185286,154.1671902,114.989641,127.2338038,111.1498263,136.2413431,110.0110075,126.4838221,120.8153513,140.4995428,91.95457875,91.86677229,138.934074,110.1864178,110.1335471,98.10591078,130.0390418,118.5347423,112.0914389,82.82104651,141.4514234,148.8756769,111.1671951,92.46207608
Dstn,902.354622,990.9349826,902.354622,990.9349826,955.0605142,1017.258541,1288.068195,1249.010197,831.1759228,1001.059251,1352.705119,1570.543182,992.0201048,955.4365017,1248.398224,1326.607118,963.0281017,907.2563399,1248.635587,1067.137058,944.7249378,919.2781169,908.3578676,928.2486347,987.3586827,853.9673138,757.1985136,920.4498362
Uchl1,39.76268458,75.01222422,39.76268458,75.01222422,39.51759919,49.02791242,67.73579624,121.4789852,81.06335525,139.5310609,51.80910835,91.53091166,95.07392329,85.60518794,78.83286746,99.23535754,83.63456828,140.5360021,55.73303283,76.48885705,76.44351143,80.244091,43.05057865,155.1540404,89.10143233,105.233016,58.04067363,85.85261773
Acot9;Acot10,67.60535517,32.82489585,67.60535517,32.82489585,56.72799478,46.15087318,73.32793378,28.70552889,50.73189711,27.90643804,79.7724141,53.74096327,43.52716132,41.65068,92.01377029,50.86803531,61.32897994,22.10258561,108.4450376,65.70552011,60.256109,25.30094207,81.13851559,26.48895013,46.52040903,27.19488639,56.41380984,35.1867329
Gda,152.446065,177.342326,152.446065,177.342326,183.5756889,143.55034,135.7609139,154.5369692,134.6070922,168.7093859,105.5832526,108.7407995,162.7277957,113.5717131,68.92223099,72.34210579,112.1636027,146.0486604,56.54728118,51.4829517,116.1594688,130.2578845,32.80297396,52.98929945,122.7243123,144.1969379,29.87853824,38.27283433
Sqrdl,133.6615537,146.4823143,133.6615537,146.4823143,153.4046078,113.0526831,122.5348869,74.10045095,116.3365755,135.1475202,105.4370414,95.43033318,145.5186199,101.333694,108.070925,118.3344609,151.4407864,146.7029139,94.8225191,80.06100834,124.9312534,116.023684,96.29240204,124.8075337,142.5509988,153.5107315,101.3225259,120.7546525
Mta2,109.5310493,83.97090554,109.5310493,83.97090554,85.11350729,88.91234267,82.11591836,53.97015529,85.18937153,76.65981882,73.77682417,84.89074527,91.94299669,92.94000293,55.33851972,61.04307326,85.46587962,78.53867276,56.27486284,66.26365043,92.19486942,79.82055758,63.90497816,44.60022687,76.96549202,77.88292505,62.7549302,41.42149595
Prpf40a;FBP11,105.9099502,287.11491,105.9099502,287.11491,127.5132023,193.142713,164.1291692,476.0911876,127.6584687,276.6732328,153.4276375,274.6627315,164.903583,161.3669827,135.5922613,269.4422922,125.2498873,302.5328461,102.9315244,190.0966846,115.6861413,235.8287054,70.11267673,228.4976708,145.5819005,234.2135982,79.46271803,203.8543524
Nsdhl,40.36653203,23.6243797,40.36653203,23.6243797,20.40055786,25.03346807,15.71369507,8.863430186,15.89567513,22.38831294,18.52476926,11.19851145,17.78110512,33.99157366,8.131533634,5.375346988,23.0414947,13.0408537,6.548323893,9.254681729,24.06007913,20.19293658,6.202639473,4.592690809,22.81505514,22.20327485,7.165824351,3.486764848
Psma4,429.8255616,491.134107,429.8255616,491.134107,410.2649141,451.3424101,392.4665495,825.0508267,400.1692126,442.0308558,452.9985599,584.4800347,417.2717334,435.7359441,487.6387558,787.9199916,399.0637063,479.6392261,622.6711595,812.9325308,401.493295,469.9570079,567.4080149,713.0029307,460.1104183,503.2278153,442.6543493,691.6336717
Psmb3,381.860933,290.9413963,381.860933,290.9413963,405.8962089,405.4642542,346.0693788,294.2434114,374.6511485,310.2297779,288.6095984,326.8037361,400.5377149,352.4949078,323.2339695,295.3908458,395.8544542,337.6460849,279.2726293,274.2803248,404.5492692,294.7943936,289.0750157,292.7802662,412.017907,322.5631708,260.1318072,271.8921806
Psmb2,371.4682935,191.6656105,371.4682935,191.6656105,318.6554296,243.2211857,258.98725,123.9680329,262.5778621,207.0632025,287.6477432,210.0033374,293.6934889,250.4628243,257.7686044,182.7355979,306.6537703,171.4595787,273.601475,191.6670472,360.1601635,181.7979879,279.278683,144.1291381,315.9837517,236.2083448,226.7077401,187.8005238
Psma1,357.8811129,141.5079422,357.8811129,141.5079422,281.1766335,223.4360107,243.8844146,72.75739738,234.3144204,129.8561826,244.53413,156.5432837,242.3542326,213.1737681,173.7303476,113.6374698,276.5059508,90.29480628,183.4007781,112.4382256,287.6996103,163.9982165,201.8759611,81.12195425,258.1150587,184.5855598,232.422187,109.5913208
Sae1,179.2026284,233.0109365,179.2026284,233.0109365,183.5694472,222.7195422,133.7919244,176.3424054,158.462215,229.6928096,86.53866988,137.0125451,158.2425192,217.6353563,64.36559688,91.40337703,149.2808477,308.9240368,68.20335045,83.36388921,172.3518547,191.3658433,66.12367693,137.2601938,157.9698048,200.8260534,70.81293356,92.2042007
Sept6,19.23226069,22.21481563,19.23226069,22.21481563,17.45714534,16.61741697,17.80548878,34.99757585,16.560119,20.28578172,12.6681936,11.08242877,16.7673333,16.80097103,12.04596393,15.08206902,13.71084678,23.66406241,9.242046451,11.30202352,17.60503906,17.33892175,6.69339119,9.802701734,15.35937321,20.47785767,4.638441657,9.118685192
Pts,71.42267766,74.34339251,71.42267766,74.34339251,75.66576598,122.716899,80.79260847,71.26721334,66.4671707,88.09622463,48.30406405,45.10322488,102.6806018,76.86731609,35.64632567,34.32937676,69.36425966,65.80673301,40.45421135,27.27681892,66.02803573,64.75096665,34.00229216,35.55311314,79.43307145,88.94666855,32.47417758,38.64570123
Nfkb2,96.51802375,59.22757296,96.51802375,59.22757296,83.75113423,70.77723832,226.2149675,134.3084349,96.96221848,60.40488687,406.1340997,256.1028157,98.94134979,84.78898567,400.9950563,317.7407233,81.16684333,59.67691801,352.2797426,313.2740102,94.62494429,66.2071206,345.7683559,197.4313211,76.39683993,59.66350237,331.8838015,237.0860816
Lypla2,153.4786821,191.2393344,153.4786821,191.2393344,165.0598605,126.7716825,142.3218921,107.6664138,157.4652683,163.6165842,120.1800936,122.6688091,169.6088552,141.2064345,92.01832259,87.00064701,165.6761614,181.3984015,86.35903121,71.21649873,194.3764126,173.3650367,96.24014313,117.0626267,182.8065867,180.2608663,99.12949932,108.3775134
Ruvbl2,44.42068227,20.19147199,44.42068227,20.19147199,44.2964349,35.9403607,33.96596696,26.49851743,43.77369585,24.14306504,21.43930558,17.36233444,37.91021388,34.23080916,9.791729296,10.2068918,35.40364617,16.31904726,12.22700735,10.54641894,38.32470826,12.8422523,19.52905349,4.364578593,31.31046512,23.62087581,28.36445659,15.77050039
Ak3,92.51639888,38.00314376,92.51639888,38.00314376,63.67221342,55.52188803,51.90614082,44.20753991,54.39239405,40.78754061,58.55091983,32.28426505,59.61053162,50.83196307,36.34842874,28.31679667,61.31986869,28.99809341,43.47903363,23.39466267,63.19177958,49.40255619,46.77342746,18.98963358,54.97749616,49.90679481,48.03956111,25.79231911
GRC;Trpv2,182.9261859,120.4841873,182.9261859,120.4841873,148.6846306,155.1042003,160.7416534,118.7773548,177.5979057,151.4304949,139.3600011,129.9957836,171.8613133,165.7129251,95.61578603,74.41648797,170.3265079,118.1844503,70.0126356,66.88056641,152.2568569,136.6005051,78.15387253,56.85211456,146.1431525,143.2348405,105.8170471,83.19046396
Mapk9;Jnk2,36.95597898,23.08976663,36.95597898,23.08976663,26.64337782,25.18068496,23.357187,29.46726755,23.60533428,25.4641626,19.2889186,14.96018162,29.72783196,25.09198954,19.86905746,18.81921542,24.77616817,17.84135391,35.90992805,29.58906973,28.62422564,17.7626955,34.34790275,19.56759107,23.83305006,21.96085718,35.21522663,24.92101064
Prkra,37.68676141,61.74271347,37.68676141,61.74271347,41.1761864,37.35032025,32.26247262,41.30102809,39.82045241,36.48304563,26.16381674,38.8093912,37.74551939,22.16486296,16.39505581,15.42080713,43.62848032,53.93849533,11.40577045,13.2791702,41.98250142,51.6629498,15.29251968,21.67301396,45.29216395,51.78573247,17.66036337,30.04124578
Skp1a,203.5777108,256.505868,203.5777108,256.505868,208.3288349,292.0614357,169.3040296,271.9871908,181.2910758,268.6609031,165.9013495,263.4600455,168.0978843,279.0696887,145.0048774,199.1817041,190.5117115,292.1315857,139.5106548,175.5919791,187.6800409,264.2977928,137.3514114,224.9093305,203.9499394,245.547286,150.2566444,216.4915759
Cul1,64.49237495,60.24079633,64.49237495,60.24079633,47.29304384,46.61666464,46.74821543,46.55700107,37.22466499,56.73722589,35.04543636,39.86321506,50.04840884,47.95499379,37.19589864,35.48453418,42.83492229,43.4918456,42.68176019,40.25716526,54.17101523,49.7700956,43.6216923,38.5526438,44.75387081,49.33575178,40.08055985,40.98182007
Mad1;Mad1l1,15.7129357,17.72586594,15.7129357,17.72586594,14.96581153,12.17514419,14.37705596,3.850944752,12.20718202,13.66542344,16.66666589,10.95719432,17.69821545,14.25197826,4.195375834,3.335914022,10.76874751,10.29112781,2.745680943,7.205697842,11.63246243,6.101288017,3.537911836,1.649819208,10.93105272,8.842227153,3.238522676,1.817051071
Rnf7,169.2411182,112.0913133,169.2411182,112.0913133,182.7865722,188.5531324,123.0369978,65.79113133,180.1228138,154.9443526,124.4912605,147.8401238,162.7485645,153.1069266,98.5865727,91.29202281,183.8583321,74.54548633,134.0758542,70.7804118,189.920787,135.8659677,115.8387182,65.18659509,209.0589284,128.8617784,129.7437178,92.80442128
Pfdn5,517.1654399,883.0974279,517.1654399,883.0974279,713.4628327,670.0079397,559.3412276,727.7737306,703.3740811,751.3488411,532.975907,613.6372524,676.0099357,704.5996774,559.5401025,650.1037492,627.21098,852.2989659,574.6216663,600.6466958,607.2718025,701.2374918,507.8282509,796.7649257,695.0008582,868.186689,499.7752596,662.205245
Pdcd6ip,114.0086361,83.31380997,114.0086361,83.31380997,88.88751795,83.52892233,93.33523032,94.34840926,92.6961184,77.90354489,100.5149815,87.38774663,95.133825,87.98358905,73.08921439,57.39454661,90.87856461,87.93653497,84.66044017,65.747937,96.61434528,86.66147138,86.599644,57.91315236,92.31277124,81.66801245,75.04213783,48.94604796
Farsb,72.99109129,46.41604049,72.99109129,46.41604049,68.51499523,46.64076923,59.91892721,28.2214565,53.78984481,37.24387351,53.98141496,39.65424833,66.59239673,51.54612146,23.93544832,24.96950907,58.4807675,55.84012052,17.52719418,14.43311976,54.49446986,40.25703358,19.27213833,8.596748436,58.85396453,34.9072805,16.49552268,19.89505398
Rbck1,109.1537523,85.32351481,109.1537523,85.32351481,99.7333288,87.75412484,89.84784846,92.22561049,105.9687668,89.99770587,79.77490636,82.68794367,106.2770464,84.11850128,85.43303403,73.1409445,93.10519325,86.6643483,88.12167681,75.61198877,98.5788066,68.48493956,80.99985163,86.57609522,94.84138062,74.66530155,79.42623819,71.36526816
Stub1,144.2904986,229.5965833,144.2904986,229.5965833,190.7682206,193.4229365,136.8259595,158.7959528,189.1177416,240.9150114,107.5623222,141.0261598,201.8025705,169.7240955,108.431959,124.9253912,199.3363772,270.0170866,87.37770891,102.427376,181.6247904,178.2395433,75.05268509,138.2385423,220.7587997,208.8867642,78.06751173,114.8573913
AK188353;Eif4h,304.1612136,183.9284694,304.1612136,183.9284694,298.1188848,221.3211631,285.7878509,193.7967711,304.6288956,208.6091741,292.5600277,212.3077326,297.3029189,227.7223891,245.77108,156.1080474,288.8985136,175.1067449,271.6901924,169.697578,311.5199032,207.0464683,262.3994475,164.4570336,272.9899718,184.5152557,268.9932738,147.6142336
Rfc2,81.16613117,90.51078745,81.16613117,90.51078745,85.5142792,77.23895601,72.37286635,39.04216426,93.93441024,93.41350568,45.43085192,39.74464537,85.14710431,68.85562618,34.32602539,37.22576367,76.31981409,77.78867476,37.33300109,36.91374726,77.0739599,76.14091708,40.06178802,38.60521708,75.64692775,79.96406898,42.68849584,48.20397005
Arl3,44.69757969,74.41063975,44.69757969,74.41063975,40.45932653,33.09393466,52.03053796,48.70361057,45.27731306,25.06307365,41.33749177,15.39553304,43.05794729,39.70796769,40.49385626,35.9307758,51.00158281,50.75537634,38.19379218,20.03971796,47.17078301,48.44288236,36.77495041,52.63813142,40.86988628,47.48037953,38.8845607,42.41195181
AK185771;Coro1b,337.22383,164.8200933,337.22383,164.8200933,276.211925,228.1922828,212.6727108,154.9182717,294.816332,158.3693493,222.5927488,170.9997031,273.9697846,180.0828356,196.6488348,120.3585794,249.144592,139.6825616,210.7235685,173.7724793,270.2479395,196.9380758,298.7351043,144.0545646,217.2061878,171.3758597,332.4554093,180.8592049
